Entry_Name,Gene Ontology IDs
VP37B_HUMAN,GO:0000813; GO:0005737; GO:0005768; GO:0005886; GO:0006612; GO:0006623; GO:0010008; GO:0016236; GO:0019076; GO:0030496; GO:0031902; GO:0036258; GO:0039702; GO:0043162; GO:0043328; GO:0048306; GO:0070062; GO:0090148; GO:1903774
VPS28_DROME,GO:0000813; GO:0006914; GO:0016322; GO:0032509; GO:0036257; GO:0043162; GO:0043328; GO:0044877; GO:0097352
CHMP5_DROME,GO:0000815; GO:0005771; GO:0006900; GO:0015031; GO:0032509; GO:0032511; GO:0046718
IP6K3_HUMAN,GO:0000827; GO:0000828; GO:0000829; GO:0000831; GO:0000832; GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0006468; GO:0016301; GO:0032958; GO:0040011; GO:0043647; GO:0046488; GO:0046854; GO:0052723; GO:0052724; GO:0052836; GO:0052839
IP6K2_RAT,GO:0000828; GO:0000832; GO:0001650; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0006817; GO:0016301; GO:0016310; GO:0030054; GO:0030308; GO:0032958; GO:0043065; GO:0043647; GO:0046854; GO:0097243; GO:1905396
FA8A1_HUMAN,GO:0000836; GO:0016021; GO:0030433
TYSY_MOUSE,GO:0000900; GO:0003729; GO:0004799; GO:0005542; GO:0005634; GO:0005730; GO:0005737; GO:0005739; GO:0005743; GO:0005759; GO:0005829; GO:0006231; GO:0006235; GO:0006417; GO:0007568; GO:0007623; GO:0009410; GO:0009636; GO:0017148; GO:0019860; GO:0032259; GO:0032570; GO:0033189; GO:0034097; GO:0035999; GO:0042803; GO:0045471; GO:0046683; GO:0048589; GO:0051216; GO:0051384; GO:0051593; GO:0060574; GO:0097421; GO:1901363; GO:1990825
PAIP2_CHICK,GO:0000900; GO:0005737; GO:0017148; GO:0030371; GO:0045947
GGYF1_DROME,GO:0000900; GO:0005829; GO:0010506; GO:0016281; GO:0046716; GO:0070050
AP3B1_HUMAN,GO:0000902; GO:0002224; GO:0002244; GO:0003016; GO:0005739; GO:0005765; GO:0005769; GO:0005794; GO:0006622; GO:0006882; GO:0006886; GO:0006954; GO:0007040; GO:0007283; GO:0007338; GO:0007596; GO:0008089; GO:0016020; GO:0016182; GO:0016192; GO:0019903; GO:0030123; GO:0030131; GO:0030665; GO:0030742; GO:0030851; GO:0032438; GO:0034394; GO:0035654; GO:0036211; GO:0042789; GO:0045202; GO:0045944; GO:0046907; GO:0048007; GO:0048490; GO:0048872; GO:0050790; GO:0051138; GO:0060155; GO:0060425; GO:0090152; GO:0098773; GO:1903232; GO:1904115
BIN3_HUMAN,GO:0000917; GO:0005737; GO:0006897; GO:0007015; GO:0008093; GO:0008104; GO:0009826; GO:0010591; GO:0014839; GO:0015629; GO:0048741; GO:0051666; GO:0061640; GO:0097320
SBDS_RAT,GO:0000922; GO:0001833; GO:0002244; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0005829; GO:0006364; GO:0007052; GO:0008017; GO:0019843; GO:0030282; GO:0030595; GO:0042256; GO:0043022; GO:0048539
NEK7_HUMAN,GO:0000922; GO:0004674; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0005815; GO:0005874; GO:0006468; GO:0007346; GO:0018105; GO:0032212; GO:0035865; GO:0046872; GO:0051225; GO:0051973; GO:0106310; GO:1900227; GO:1904355
CDC20_MOUSE,GO:0000922; GO:0005654; GO:0005680; GO:0005813; GO:0005829; GO:0007064; GO:0007094; GO:0007399; GO:0008022; GO:0008284; GO:0010997; GO:0016567; GO:0019899; GO:0030154; GO:0031145; GO:0031915; GO:0032991; GO:0033597; GO:0040020; GO:0042826; GO:0048471; GO:0050773; GO:0051301; GO:0051444; GO:0090129; GO:0090307; GO:1904668; GO:1905786; GO:1990757
TACC3_XENLA,GO:0000922; GO:0005737; GO:0007052; GO:0017148; GO:0031369; GO:0032991; GO:0051301
GAWKY_DROME,GO:0000932; GO:0001700; GO:0003723; GO:0005654; GO:0005737; GO:0006402; GO:0010629; GO:0016442; GO:0032880; GO:0035195; GO:0035278; GO:0045475; GO:0060213; GO:0061158
GAWKY_DROME,GO:0000932; GO:0001700; GO:0003723; GO:0005654; GO:0005737; GO:0006402; GO:0010629; GO:0016442; GO:0032880; GO:0035195; GO:0035278; GO:0045475; GO:0060213; GO:0061158
4ET_HUMAN,GO:0000932; GO:0003723; GO:0003729; GO:0005049; GO:0005634; GO:0005737; GO:0005829; GO:0006412; GO:0006606; GO:0016020; GO:0016605; GO:0016607; GO:0017148; GO:0019827; GO:0019900; GO:0030182; GO:0033962; GO:0035278; GO:0043231; GO:0045665; GO:0048255; GO:0060213; GO:0106289
4ET_DROME,GO:0000932; GO:0003729; GO:0005634; GO:0005737; GO:0005829; GO:0008190; GO:0017148; GO:1905536
RTCB_DROME,GO:0000971; GO:0003972; GO:0005525; GO:0005634; GO:0008033; GO:0046872; GO:0072669; GO:2000237
GATA4_XENLA,GO:0000976; GO:0000981; GO:0003677; GO:0005634; GO:0008270; GO:0045893; GO:0045944; GO:0048738
RNF10_RAT,GO:0000976; GO:0005634; GO:0005737; GO:0010626; GO:0031643; GO:0045893; GO:0045944; GO:0046872; GO:0051865; GO:0061630; GO:0098978; GO:0099147; GO:0099527
ARI4B_RAT,GO:0000976; GO:0005634; GO:0006349; GO:0006357; GO:0007283; GO:0034773; GO:0036124; GO:0045944; GO:0097368
GCM_DROME,GO:0000977; GO:0000978; GO:0000981; GO:0001228; GO:0003677; GO:0005634; GO:0006357; GO:0007403; GO:0007516; GO:0010001; GO:0010468; GO:0010628; GO:0021782; GO:0030182; GO:0031290; GO:0035165; GO:0035289; GO:0042063; GO:0042387; GO:0042690; GO:0045610; GO:0045687; GO:0045893; GO:0045944; GO:0048813; GO:0050764; GO:0060252; GO:0060857
ALX4_MOUSE,GO:0000977; GO:0000981; GO:0001228; GO:0001942; GO:0003700; GO:0005634; GO:0005654; GO:0005667; GO:0006357; GO:0007389; GO:0007517; GO:0009791; GO:0009952; GO:0035108; GO:0035115; GO:0035116; GO:0042733; GO:0042981; GO:0043565; GO:0045944; GO:0048565; GO:0048704; GO:0048705; GO:0060021; GO:0071837; GO:1990837
AWH_DROME,GO:0000977; GO:0000981; GO:0003700; GO:0005634; GO:0006355; GO:0006357; GO:0007444; GO:0010468; GO:0030182; GO:0046872; GO:0048749
MTF1_MOUSE,GO:0000978; GO:0000981; GO:0000987; GO:0001228; GO:0003700; GO:0005634; GO:0005654; GO:0005737; GO:0006351; GO:0006357; GO:0006979; GO:0007417; GO:0035035; GO:0045893; GO:0045944; GO:0046686; GO:0046872; GO:0071294; GO:1990079; GO:1990837
DIMM_DROME,GO:0000978; GO:0000981; GO:0002793; GO:0005634; GO:0005737; GO:0006355; GO:0006357; GO:0007419; GO:0030182; GO:0045944; GO:0046887; GO:0046983; GO:0061101
HEY_DROME,GO:0000978; GO:0000981; GO:0003677; GO:0005634; GO:0006357; GO:0007219; GO:0009952; GO:0046983; GO:0048664; GO:0050767
SP9_MOUSE,GO:0000978; GO:0000981; GO:0003677; GO:0005634; GO:0006357; GO:0030326; GO:0046872; GO:1990837
SOX14_DROME,GO:0000978; GO:0000981; GO:0005634; GO:0006355; GO:0006357; GO:0007552; GO:0008301; GO:0009653; GO:0016322; GO:0030154; GO:0043565; GO:0048813; GO:1904799; GO:1904801
ZN423_DANRE,GO:0000978; GO:0000981; GO:0005634; GO:0006355; GO:0007399; GO:0030154; GO:0046872
NKX24_MOUSE,GO:0000978; GO:0000981; GO:0005634; GO:0006357; GO:0030154
MAFA_DANRE,GO:0000978; GO:0000981; GO:0005634; GO:0006357; GO:0043565
HAM_DROME,GO:0000978; GO:0001228; GO:0003700; GO:0005634; GO:0006355; GO:0006357; GO:0007219; GO:0008285; GO:0014017; GO:0046872; GO:0046974; GO:0048813; GO:0050773
PREB_MOUSE,GO:0000978; GO:0003400; GO:0003700; GO:0005085; GO:0005096; GO:0005634; GO:0006888; GO:0009306; GO:0030176; GO:0032527; GO:0045944; GO:0048208; GO:0051020; GO:0070971
EGON_DROME,GO:0000978; GO:0004879; GO:0005634; GO:0006355; GO:0006357; GO:0007417; GO:0008270; GO:0030154
EGON_DROME,GO:0000978; GO:0004879; GO:0005634; GO:0006355; GO:0006357; GO:0007417; GO:0008270; GO:0030154
E78C_DROME,GO:0000978; GO:0004879; GO:0005634; GO:0006357; GO:0008270; GO:0045892
MYC_DROME,GO:0000981; GO:0003677; GO:0003700; GO:0005634; GO:0005737; GO:0006355; GO:0006357; GO:0008286; GO:0009880; GO:0010506; GO:0010628; GO:0017126; GO:0022008; GO:0030307; GO:0031670; GO:0032869; GO:0032991; GO:0035212; GO:0040018; GO:0042023; GO:0042246; GO:0042594; GO:0042981; GO:0045572; GO:0045793; GO:0045927; GO:0045943; GO:0045944; GO:0045945; GO:0046620; GO:0046622; GO:0046983; GO:0048639; GO:0050769; GO:0055088; GO:0090062; GO:1990381
HMEN_SCHAM,GO:0000981; GO:0003677; GO:0005634
GTD2A_HUMAN,GO:0000981; GO:0003677; GO:0005634; GO:0005654
HMEN_BOMMO,GO:0000981; GO:0003677; GO:0005634; GO:0007367; GO:0007399; GO:0030154
HMIN_BOMMO,GO:0000981; GO:0003677; GO:0005634; GO:0007399; GO:0030154
ETS4_DROME,GO:0000981; GO:0005634; GO:0006357; GO:0030154; GO:0043565
RTRAF_MOUSE,GO:0000993; GO:0003723; GO:0005634; GO:0005654; GO:0005737; GO:0005813; GO:0005829; GO:0006388; GO:0006469; GO:0042802; GO:0045944; GO:0048471; GO:0072669; GO:0072686
SNPC4_HUMAN,GO:0000995; GO:0001006; GO:0003677; GO:0005634; GO:0005654; GO:0016251; GO:0019185; GO:0042795; GO:0042796
TBP_SPOFR,GO:0000995; GO:0003677; GO:0005634; GO:0005669; GO:0006352; GO:0006366; GO:0006383
RPB11_DROME,GO:0001055; GO:0003677; GO:0005665; GO:0006366; GO:0046983
EDF1_BOVIN,GO:0001094; GO:0003677; GO:0003713; GO:0005516; GO:0005634; GO:0005654; GO:0005730; GO:0005829; GO:0030154; GO:0043388
WFS1_DROME,GO:0001306; GO:0005739; GO:0008344; GO:0010629; GO:0030176; GO:0030968; GO:0031625; GO:0036474; GO:0055074
MRP4_MOUSE,GO:0001409; GO:0005524; GO:0005730; GO:0005794; GO:0005886; GO:0006855; GO:0008559; GO:0015132; GO:0015143; GO:0015216; GO:0015431; GO:0015432; GO:0015562; GO:0015665; GO:0015721; GO:0015732; GO:0015747; GO:0015850; GO:0016020; GO:0016021; GO:0016323; GO:0016324; GO:0031088; GO:0032310; GO:0034634; GO:0042626; GO:0042910; GO:0055085; GO:0060271; GO:0070730; GO:0071716; GO:0140115; GO:1901571
MRP4_RAT,GO:0001409; GO:0005524; GO:0005886; GO:0008559; GO:0009410; GO:0010033; GO:0010243; GO:0014070; GO:0015132; GO:0015143; GO:0015216; GO:0015431; GO:0015432; GO:0015562; GO:0015721; GO:0015732; GO:0015747; GO:0016020; GO:0016021; GO:0016323; GO:0016324; GO:0031088; GO:0032310; GO:0034634; GO:0038183; GO:0042626; GO:0042910; GO:0048661; GO:0055085; GO:0060271; GO:0070730; GO:0071716; GO:0098591; GO:0140115
TGFR1_MOUSE,GO:0001501; GO:0001525; GO:0001701; GO:0001822; GO:0001824; GO:0001837; GO:0001935; GO:0001937; GO:0001938; GO:0002088; GO:0003222; GO:0003223; GO:0004672; GO:0004674; GO:0005024; GO:0005025; GO:0005102; GO:0005114; GO:0005524; GO:0005634; GO:0005768; GO:0005886; GO:0005901; GO:0005923; GO:0006355; GO:0006468; GO:0006915; GO:0007165; GO:0007179; GO:0007399; GO:0007507; GO:0008284; GO:0008354; GO:0008584; GO:0009791; GO:0009952; GO:0009986; GO:0010468; GO:0010628; GO:0010717; GO:0010718; GO:0010862; GO:0016020; GO:0016323; GO:0016324; GO:0016361; GO:0018105; GO:0018107; GO:0019838; GO:0030199; GO:0030307; GO:0030335; GO:0031396; GO:0031625; GO:0032331; GO:0032924; GO:0032991; GO:0035556; GO:0042118; GO:0043065; GO:0043066; GO:0043235; GO:0043393; GO:0043410; GO:0043542; GO:0043627; GO:0044877; GO:0045121; GO:0045602; GO:0045893; GO:0046332; GO:0046777; GO:0046847; GO:0046872; GO:0048179; GO:0048185; GO:0048538; GO:0048663; GO:0048701; GO:0048705; GO:0048762; GO:0048844; GO:0048870; GO:0050431; GO:0051491; GO:0051496; GO:0051897; GO:0060017; GO:0060021; GO:0060037; GO:0060043; GO:0060317; GO:0060389; GO:0060391; GO:0060412; GO:0060978; GO:0060982; GO:0070021; GO:0070411; GO:0070723; GO:0071363; GO:0071560; GO:1902894; GO:1902895; GO:1905007; GO:1905075; GO:1905223; GO:2001235; GO:2001237
COMP_HUMAN,GO:0001501; GO:0002020; GO:0002063; GO:0003417; GO:0005178; GO:0005201; GO:0005509; GO:0005518; GO:0005576; GO:0005615; GO:0006915; GO:0006986; GO:0008201; GO:0009306; GO:0009887; GO:0010259; GO:0010468; GO:0014829; GO:0016485; GO:0030199; GO:0030282; GO:0030500; GO:0030509; GO:0031012; GO:0032991; GO:0035264; GO:0035988; GO:0035989; GO:0036122; GO:0043066; GO:0043394; GO:0043395; GO:0043588; GO:0048844; GO:0050881; GO:0051260; GO:0060173; GO:0062023; GO:0070062; GO:0070527; GO:0097084; GO:1900047; GO:1902732; GO:1990079
DDR2_HUMAN,GO:0001503; GO:0003416; GO:0004714; GO:0005518; GO:0005524; GO:0005886; GO:0005887; GO:0005925; GO:0007155; GO:0007165; GO:0007169; GO:0010715; GO:0010763; GO:0015629; GO:0016324; GO:0018108; GO:0030199; GO:0030500; GO:0031214; GO:0032967; GO:0033673; GO:0033674; GO:0034103; GO:0035988; GO:0035994; GO:0038062; GO:0038063; GO:0043066; GO:0043235; GO:0045669; GO:0045860; GO:0046777; GO:0048146; GO:0051091; GO:0060547; GO:0070374; GO:0071456; GO:0071560; GO:0090091; GO:0090303; GO:1900087; GO:1901216; GO:1901299; GO:1904385; GO:1904707; GO:1904754; GO:1904899; GO:2000491
DDR2_MOUSE,GO:0001503; GO:0003416; GO:0004714; GO:0005518; GO:0005524; GO:0005886; GO:0005887; GO:0007169; GO:0008284; GO:0010763; GO:0015629; GO:0016324; GO:0018108; GO:0030199; GO:0030500; GO:0031214; GO:0032967; GO:0033673; GO:0033674; GO:0034103; GO:0035988; GO:0035994; GO:0038062; GO:0038063; GO:0043066; GO:0043235; GO:0045669; GO:0045860; GO:0046777; GO:0048146; GO:0051091; GO:0060547; GO:0070374; GO:0071456; GO:0071560; GO:0090091; GO:0090303; GO:1900087; GO:1901216; GO:1901299; GO:1904385; GO:1904707; GO:1904754; GO:1904899; GO:2000491
SUCO_HUMAN,GO:0001503; GO:0005737; GO:0005791; GO:0016020; GO:0016021; GO:0030867; GO:0032967; GO:0045669; GO:0046850
UXS1_DANRE,GO:0001503; GO:0005737; GO:0015012; GO:0016021; GO:0030166; GO:0030198; GO:0030206; GO:0032580; GO:0033320; GO:0042732; GO:0048040; GO:0050650; GO:0051216; GO:0070403
S29A1_HUMAN,GO:0001504; GO:0005326; GO:0005337; GO:0005886; GO:0005887; GO:0006139; GO:0006836; GO:0006855; GO:0007595; GO:0015211; GO:0015213; GO:0015858; GO:0015860; GO:0015862; GO:0016020; GO:0016323; GO:0016324; GO:0030431; GO:0032238; GO:0060079; GO:0071333; GO:0071456; GO:0072531; GO:0098793; GO:0098794; GO:0098810; GO:0150104; GO:1901642
CART_DROME,GO:0001504; GO:0005326; GO:0005886; GO:0007601; GO:0016021; GO:0043679; GO:0046956; GO:0050908; GO:1905130; GO:1905131
ACES_LEPDE,GO:0001507; GO:0003990; GO:0005886; GO:0031225; GO:0043083; GO:0045202; GO:0070161
CAC1G_RAT,GO:0001508; GO:0001518; GO:0002027; GO:0005245; GO:0005248; GO:0005737; GO:0005886; GO:0005891; GO:0007204; GO:0007268; GO:0008332; GO:0010045; GO:0014824; GO:0016020; GO:0019228; GO:0030425; GO:0034765; GO:0042391; GO:0043005; GO:0043025; GO:0044297; GO:0045202; GO:0045956; GO:0048471; GO:0051924; GO:0060371; GO:0060402; GO:0070509; GO:0070588; GO:0071549; GO:0086002; GO:0086010; GO:0086015; GO:0086016; GO:0086018; GO:0086027; GO:0086045; GO:0086046; GO:0086056; GO:0086059; GO:0086091; GO:0097110
CAC1G_RAT,GO:0001508; GO:0001518; GO:0002027; GO:0005245; GO:0005248; GO:0005737; GO:0005886; GO:0005891; GO:0007204; GO:0007268; GO:0008332; GO:0010045; GO:0014824; GO:0016020; GO:0019228; GO:0030425; GO:0034765; GO:0042391; GO:0043005; GO:0043025; GO:0044297; GO:0045202; GO:0045956; GO:0048471; GO:0051924; GO:0060371; GO:0060402; GO:0070509; GO:0070588; GO:0071549; GO:0086002; GO:0086010; GO:0086015; GO:0086016; GO:0086018; GO:0086027; GO:0086045; GO:0086046; GO:0086056; GO:0086059; GO:0086091; GO:0097110
KCNAS_DROME,GO:0001508; GO:0005249; GO:0005251; GO:0006813; GO:0007611; GO:0007619; GO:0007637; GO:0008076; GO:0008345; GO:0009584; GO:0016021; GO:0022843; GO:0030431; GO:0034765; GO:0045187; GO:0045838; GO:0045938; GO:0048047; GO:0048150; GO:0048675; GO:0050909; GO:0051260; GO:0060025; GO:0071805; GO:1903351
KCNAS_DROME,GO:0001508; GO:0005249; GO:0005251; GO:0006813; GO:0007611; GO:0007619; GO:0007637; GO:0008076; GO:0008345; GO:0009584; GO:0016021; GO:0022843; GO:0030431; GO:0034765; GO:0045187; GO:0045838; GO:0045938; GO:0048047; GO:0048150; GO:0048675; GO:0050909; GO:0051260; GO:0060025; GO:0071805; GO:1903351
CAC1H_RAT,GO:0001518; GO:0005244; GO:0005248; GO:0005634; GO:0005737; GO:0005887; GO:0005891; GO:0005901; GO:0006816; GO:0008332; GO:0016021; GO:0019228; GO:0019233; GO:0030425; GO:0032342; GO:0032870; GO:0034651; GO:0034765; GO:0035865; GO:0042383; GO:0042391; GO:0043005; GO:0043204; GO:0045956; GO:0046872; GO:0070509; GO:0086010; GO:0097110; GO:0098662; GO:0098978; GO:0099055; GO:0099059; GO:0106134; GO:2000344
SCN60_DROME,GO:0001518; GO:0005248; GO:0005886; GO:0006814; GO:0007608; GO:0019228; GO:0022843; GO:0034765; GO:0035725; GO:0042048; GO:0086010
KAD1_HUMAN,GO:0001520; GO:0004017; GO:0004550; GO:0005524; GO:0005737; GO:0005829; GO:0006165; GO:0006172; GO:0009142; GO:0015949; GO:0046033; GO:0046034; GO:0070062
PXDN_MOUSE,GO:0001525; GO:0001654; GO:0004601; GO:0005201; GO:0005604; GO:0005615; GO:0005783; GO:0006979; GO:0007155; GO:0009986; GO:0016684; GO:0020037; GO:0030198; GO:0030199; GO:0031012; GO:0042744; GO:0043237; GO:0046872; GO:0051260; GO:0062023; GO:0070207; GO:0070831; GO:0071711
COFA1_HUMAN,GO:0001525; GO:0001886; GO:0005201; GO:0005576; GO:0005582; GO:0005615; GO:0005788; GO:0007155; GO:0007165; GO:0016021; GO:0030020; GO:0030198; GO:0031012; GO:0062023; GO:0070062
PGBM_MOUSE,GO:0001525; GO:0001958; GO:0002020; GO:0002062; GO:0005509; GO:0005576; GO:0005604; GO:0005796; GO:0006898; GO:0007420; GO:0008022; GO:0008104; GO:0009887; GO:0009888; GO:0030198; GO:0031012; GO:0048704; GO:0048738; GO:0060351; GO:0060548; GO:0062023; GO:1905907
FAK1_CHICK,GO:0001525; GO:0002020; GO:0004198; GO:0004713; GO:0004715; GO:0005102; GO:0005178; GO:0005524; GO:0005634; GO:0005737; GO:0005925; GO:0006468; GO:0007015; GO:0007169; GO:0007172; GO:0007173; GO:0008284; GO:0009268; GO:0010812; GO:0030154; GO:0030155; GO:0030335; GO:0031234; GO:0031953; GO:0032092; GO:0035994; GO:0036064; GO:0042383; GO:0042802; GO:0043197; GO:0044319; GO:0045087; GO:0046777; GO:0048471; GO:0051894; GO:0060055; GO:0061098; GO:0140650; GO:1904237; GO:2000811
BGH3_BOVIN,GO:0001525; GO:0005178; GO:0005518; GO:0005615; GO:0005802; GO:0007155; GO:0008283; GO:0030198; GO:0031012; GO:0042802; GO:0050839; GO:0050840
ACHA7_CHICK,GO:0001540; GO:0001666; GO:0005737; GO:0005886; GO:0005892; GO:0006816; GO:0006874; GO:0007165; GO:0008284; GO:0015464; GO:0015643; GO:0017081; GO:0022848; GO:0030424; GO:0030425; GO:0032720; GO:0035094; GO:0042166; GO:0042803; GO:0043204; GO:0043410; GO:0045211; GO:0045766; GO:0050890; GO:0051899; GO:0070161
ACHA7_CHICK,GO:0001540; GO:0001666; GO:0005737; GO:0005886; GO:0005892; GO:0006816; GO:0006874; GO:0007165; GO:0008284; GO:0015464; GO:0015643; GO:0017081; GO:0022848; GO:0030424; GO:0030425; GO:0032720; GO:0035094; GO:0042166; GO:0042803; GO:0043204; GO:0043410; GO:0045211; GO:0045766; GO:0050890; GO:0051899; GO:0070161
ACES_BOVIN,GO:0001540; GO:0003990; GO:0005615; GO:0005886; GO:0006581; GO:0019695; GO:0031225; GO:0045202; GO:0052689; GO:0070161
4EBP_DROME,GO:0001558; GO:0005737; GO:0005829; GO:0006641; GO:0006955; GO:0006979; GO:0008190; GO:0008286; GO:0008340; GO:0009617; GO:0019731; GO:0031594; GO:0032869; GO:0034599; GO:0042594; GO:0045087; GO:0045182; GO:0045792; GO:0045947; GO:0048010; GO:0070129; GO:0098793; GO:0098978; GO:0099577; GO:1905536; GO:2000331
MIB1_HUMAN,GO:0001568; GO:0001701; GO:0001756; GO:0001841; GO:0001947; GO:0004842; GO:0005737; GO:0005813; GO:0005829; GO:0005886; GO:0006511; GO:0006897; GO:0007219; GO:0008270; GO:0014069; GO:0016567; GO:0030182; GO:0031410; GO:0045665; GO:0045807
5HT2C_CANLF,GO:0001587; GO:0001662; GO:0005887; GO:0007208; GO:0007626; GO:0007631; GO:0031644; GO:0032098; GO:0043397; GO:0051482
5HT2A_CANLF,GO:0001587; GO:0004993; GO:0005886; GO:0005887; GO:0005901; GO:0006096; GO:0006874; GO:0007187; GO:0007200; GO:0007202; GO:0007268; GO:0007610; GO:0009410; GO:0010513; GO:0014065; GO:0018108; GO:0030424; GO:0030425; GO:0030594; GO:0031410; GO:0033674; GO:0042802; GO:0044380; GO:0045600; GO:0045821; GO:0050731; GO:0051209; GO:0051378; GO:0070161; GO:0070374; GO:0071886; GO:0098666; GO:0098793
DPP4_PIG,GO:0001618; GO:0001662; GO:0001666; GO:0002020; GO:0004177; GO:0004252; GO:0005102; GO:0005576; GO:0005886; GO:0006508; GO:0007155; GO:0008239; GO:0008284; GO:0009986; GO:0010716; GO:0016021; GO:0016324; GO:0030027; GO:0030139; GO:0031258; GO:0031295; GO:0033632; GO:0035641; GO:0036343; GO:0042110; GO:0042803; GO:0043542; GO:0045121; GO:0045499; GO:0046581; GO:0090024
GRM3_RAT,GO:0001640; GO:0001641; GO:0005246; GO:0005886; GO:0005887; GO:0007216; GO:0010467; GO:0014069; GO:0019233; GO:0030424; GO:0042734; GO:0043005; GO:0043197; GO:0045211; GO:0050804; GO:0051966; GO:0097110; GO:0097449; GO:0098978; GO:0099055; GO:0099056
DJC13_HUMAN,GO:0001649; GO:0005765; GO:0005829; GO:0005886; GO:0006898; GO:0007032; GO:0010008; GO:0015031; GO:0016020; GO:0030667; GO:0031901; GO:0035577; GO:0043231; GO:0070062; GO:1902954; GO:2000641
PEX14_HUMAN,GO:0001650; GO:0003714; GO:0005102; GO:0005634; GO:0005777; GO:0005778; GO:0005829; GO:0007031; GO:0008017; GO:0016020; GO:0016021; GO:0016558; GO:0016560; GO:0016561; GO:0032091; GO:0032991; GO:0034453; GO:0036250; GO:0042802; GO:0043433; GO:0044721; GO:0045892; GO:0047485; GO:0048487; GO:0065003; GO:1990429
TRAF4_MOUSE,GO:0001650; GO:0005164; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0005856; GO:0005886; GO:0005923; GO:0006915; GO:0007250; GO:0007585; GO:0008270; GO:0016740; GO:0019901; GO:0030323; GO:0031625; GO:0031996; GO:0042802; GO:0042981; GO:0043122; GO:0043161; GO:0045087; GO:0045860; GO:0046330; GO:0048471; GO:0050699
CDA7L_HUMAN,GO:0001650; GO:0005634; GO:0005654; GO:0005730; GO:0005829; GO:0006355; GO:0008284
RYAR_DROME,GO:0001653; GO:0004983; GO:0005887; GO:0007186; GO:0007218; GO:0008188; GO:0016021
RYAR_DROME,GO:0001653; GO:0004983; GO:0005887; GO:0007186; GO:0007218; GO:0008188; GO:0016021
BBS7_MOUSE,GO:0001654; GO:0001750; GO:0005634; GO:0005813; GO:0005930; GO:0006357; GO:0007224; GO:0007420; GO:0007507; GO:0008104; GO:0015031; GO:0016020; GO:0032436; GO:0034464; GO:0036064; GO:0043005; GO:0045444; GO:0046907; GO:0060170; GO:0060173; GO:0060271; GO:0061629; GO:1903929; GO:1905515
ARRB_CAEEL,GO:0001664; GO:0002031; GO:0005737; GO:0007165; GO:0030425; GO:0032501; GO:0040010; GO:0043204; GO:0046628; GO:0062049
BNIP3_MOUSE,GO:0001666; GO:0005634; GO:0005635; GO:0005654; GO:0005737; GO:0005739; GO:0005741; GO:0005783; GO:0006915; GO:0008219; GO:0009617; GO:0010637; GO:0010659; GO:0010666; GO:0010821; GO:0010917; GO:0010940; GO:0014069; GO:0016239; GO:0021987; GO:0030425; GO:0031307; GO:0031966; GO:0035694; GO:0042802; GO:0042803; GO:0043065; GO:0043066; GO:0043067; GO:0043068; GO:0043243; GO:0043653; GO:0045837; GO:0046902; GO:0048102; GO:0048678; GO:0048709; GO:0050873; GO:0051020; GO:0051402; GO:0051561; GO:0051607; GO:0055093; GO:0060548; GO:0070301; GO:0071260; GO:0071279; GO:0071456; GO:0072593; GO:0090141; GO:0090200; GO:0090649; GO:0097193; GO:0097345; GO:0140507; GO:1901998; GO:1902109; GO:1903599; GO:1903715; GO:1990144; GO:2000378
IFT20_BOVIN,GO:0001669; GO:0001736; GO:0001750; GO:0001822; GO:0002046; GO:0002177; GO:0005737; GO:0005794; GO:0005801; GO:0005813; GO:0005814; GO:0005902; GO:0005929; GO:0007224; GO:0007283; GO:0008542; GO:0030992; GO:0031267; GO:0031514; GO:0032391; GO:0032420; GO:0034067; GO:0035845; GO:0036372; GO:0042073; GO:0044292; GO:0045198; GO:0045724; GO:0051642; GO:0055007; GO:0060122; GO:0060271; GO:0060828; GO:0061351; GO:0061512; GO:0072089; GO:0072659; GO:0090102; GO:0097546; GO:1902017; GO:1902636; GO:2000583; GO:2000785
GOGA1_MOUSE,GO:0001669; GO:0005794; GO:0005802; GO:0016020; GO:0048471
HSC20_MOUSE,GO:0001671; GO:0005654; GO:0005737; GO:0005739; GO:0005829; GO:0016226; GO:0042802; GO:0044571; GO:0046872; GO:0051087; GO:0051259; GO:0060215; GO:0060319
DCHS_DROME,GO:0001694; GO:0004398; GO:0005737; GO:0006548; GO:0016831; GO:0030170; GO:0042423; GO:0043052
ARMC5_HUMAN,GO:0001701; GO:0001707; GO:0005654; GO:0005737; GO:0005829; GO:0005925; GO:0009653; GO:0016020; GO:0035801; GO:0042098; GO:0043367; GO:0048468; GO:0050810; GO:0051607
FTM_HUMAN,GO:0001701; GO:0001736; GO:0001822; GO:0001889; GO:0005654; GO:0005737; GO:0005813; GO:0005829; GO:0005879; GO:0005886; GO:0005911; GO:0005923; GO:0005929; GO:0005930; GO:0007163; GO:0007368; GO:0008589; GO:0021532; GO:0021549; GO:0021670; GO:0021772; GO:0022038; GO:0031870; GO:0032391; GO:0035115; GO:0035116; GO:0035253; GO:0035869; GO:0036064; GO:0043584; GO:0045744; GO:0046548; GO:0060039; GO:0090102; GO:1905515
